Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","2018","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","644","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","1374","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","1681","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","426","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","1255","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","978","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","755","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","222","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","831","Other manufactured tobacco and manufactured tobacco substitutes; "homogenized" or "reconstituted" tobacco; tobacco extracts and essences","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","1186","Raw silk (not thrown)","2020","2020","t","35","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","1186","Raw silk (not thrown)","2020","2020","t","3","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","1186","Raw silk (not thrown)","2020","2020","t","33","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1186","Raw silk (not thrown)","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","1186","Raw silk (not thrown)","2021","2021","t","59","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","1186","Raw silk (not thrown)","2021","2021","t","2","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","1186","Raw silk (not thrown)","2021","2021","t","57","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1186","Raw silk (not thrown)","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","1186","Raw silk (not thrown)","2022","2022","t","58","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","1186","Raw silk (not thrown)","2022","2022","t","4","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","1186","Raw silk (not thrown)","2022","2022","t","54","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1186","Raw silk (not thrown)","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5510","Production","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","6592.11","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","6592.11","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","7181.01","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","48.98","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","7132.03","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","7938.18","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","5.61","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","7932.57","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","987","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","1187","Silk waste","2020","2020","t","15.08","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","1187","Silk waste","2020","2020","t","15.08","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1187","Silk waste","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","1187","Silk waste","2021","2021","t","7.1","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","1187","Silk waste","2021","2021","t","7.1","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1187","Silk waste","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","1187","Silk waste","2022","2022","t","11.06","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","1187","Silk waste","2022","2022","t","11.06","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1187","Silk waste","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","0.02","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","0.03","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","1185","Silk-worm cocoons suitable for reeling","2022","2022","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5510","Production","826","Unmanufactured tobacco","2020","2020","t","5440","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","826","Unmanufactured tobacco","2020","2020","t","18152.84","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","826","Unmanufactured tobacco","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","826","Unmanufactured tobacco","2020","2020","t","22933.34","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","826","Unmanufactured tobacco","2020","2020","t","659.49","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","826","Unmanufactured tobacco","2020","2020","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5510","Production","826","Unmanufactured tobacco","2021","2021","t","6050","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","826","Unmanufactured tobacco","2021","2021","t","23771.27","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","826","Unmanufactured tobacco","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5910","Export quantity","826","Unmanufactured tobacco","2021","2021","t","22879.43","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5165","Other uses (non-food)","826","Unmanufactured tobacco","2021","2021","t","6941.84","E","Estimated value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5166","Residuals","826","Unmanufactured tobacco","2021","2021","t","0","I","Imputed value",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5510","Production","826","Unmanufactured tobacco","2022","2022","t","3820","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5610","Import quantity","826","Unmanufactured tobacco","2022","2022","t","25344.22","A","Official figure",""
"CB","Commodity Balances (non-food) (2010-)","27","Bulgaria","5071","Stock Variation","826","Unmanufactured tobacco","2022","2022","t","0","I","Imputed value",""
